#tag	cores	nPar	nSteps	t1	t	colliderRel
r3530	6	8000	1000	0.138985	0.00393507	0.346763
r3530	6	8000	1000	0.140524	0.00395765	0.345977
r3530	6	8000	1000	0.141813	0.00393828	0.347293
r3530	6	8000	1000	0.140943	0.00391206	0.351193
r3530	6	8000	1000	0.139195	0.00393714	0.348094
r3530	6	15625	1000	0.335489	0.00948796	0.381776
r3530	6	15625	1000	0.336764	0.00946844	0.380592
r3530	6	15625	1000	0.340132	0.00948595	0.380146
r3530	6	27000	1000	0.722915	0.01869927	0.406510
r3530	6	27000	1000	0.720566	0.01871463	0.405908
r3530	6	64000	1000	2.544401	0.05430454	0.455461
r3530	6	125000	1000	7.186991	0.11810568	0.463527
r3530	6	216000	1000	16.647548	0.21787122	0.474433
r3515	1	1000	1000	0.012140	0.00103135	0.200452
r3515	1	1000	1000	0.012131	0.00105143	0.200449
r3515	1	1000	1000	0.012176	0.00105109	0.200196
r3515	1	1000	1000	0.012154	0.00105137	0.200599
r3515	1	1000	1000	0.012325	0.00105795	0.200666
r3515	1	8000	1000	0.179911	0.01759574	0.332401
r3515	1	8000	1000	0.180748	0.01783668	0.333779
r3515	1	8000	1000	0.180330	0.01788399	0.334075
r3515	1	8000	1000	0.185069	0.01786762	0.333518
r3515	1	8000	1000	0.181280	0.01798860	0.332101
r3515	1	15625	1000	0.467211	0.04378673	0.399113
r3515	1	15625	1000	0.467359	0.04387257	0.397236
r3515	1	15625	1000	0.469518	0.04374903	0.396744
r3515	1	27000	1000	0.979009	0.09240979	0.450417
r3515	1	27000	1000	1.025148	0.09200898	0.449738
r3515	1	64000	1000	3.553548	0.30424848	0.524946
r3515	1	125000	1000	9.960166	0.70816997	0.583959
r3515	1	216000	1000	23.634990	1.55461748	0.655987
r3515	2	1000	1000	0.011359	0.00068504	0.318114
r3515	2	1000	1000	0.011392	0.00069112	0.313968
r3515	2	1000	1000	0.011387	0.00068222	0.317882
r3515	2	1000	1000	0.011358	0.00068849	0.315325
r3515	2	1000	1000	0.011428	0.00068996	0.313908
r3515	2	8000	1000	0.171036	0.01214873	0.476947
r3515	2	8000	1000	0.176014	0.01217920	0.480243
r3515	2	8000	1000	0.171452	0.01213842	0.478331
r3515	2	8000	1000	0.170867	0.01205996	0.478423
r3515	2	8000	1000	0.171756	0.01219693	0.476795
r3515	2	15625	1000	0.440971	0.03027231	0.547946
r3515	2	15625	1000	0.483868	0.03091703	0.547457
r3515	2	15625	1000	0.438411	0.03042844	0.548297
r3515	2	27000	1000	1.003047	0.06563874	0.592483
r3515	2	27000	1000	0.950662	0.06826925	0.599087
r3515	2	64000	1000	3.502014	0.22978785	0.672373
r3515	2	125000	1000	10.125156	0.59360729	0.730133
r3515	2	216000	1000	23.332272	1.34943527	0.791092
r3515	4	1000	1000	0.013424	0.00049451	0.445880
r3515	4	1000	1000	0.012938	0.00050277	0.439343
r3515	4	1000	1000	0.012553	0.00049452	0.446315
r3515	4	1000	1000	0.012707	0.00050902	0.436526
r3515	4	1000	1000	0.012676	0.00049511	0.449548
r3515	4	8000	1000	0.169879	0.00930937	0.623296
r3515	4	8000	1000	0.169268	0.00929350	0.622083
r3515	4	8000	1000	0.169132	0.00932918	0.624685
r3515	4	8000	1000	0.168890	0.00929654	0.621860
r3515	4	8000	1000	0.170905	0.00927228	0.622850
r3515	4	15625	1000	0.433760	0.02481660	0.683770
r3515	4	15625	1000	0.440179	0.02476439	0.683626
r3515	4	15625	1000	0.447558	0.02481572	0.683496
r3515	4	27000	1000	0.937814	0.05758887	0.730789
r3515	4	27000	1000	0.941319	0.05722674	0.728670
r3515	4	64000	1000	3.469431	0.19660695	0.785746
r3515	4	125000	1000	9.706005	0.51483011	0.826565
r3515	4	216000	1000	23.179050	1.14091564	0.862466
r3515	6	1000	1000	0.016486	0.00047184	0.479539
r3515	6	1000	1000	0.017120	0.00047534	0.479339
r3515	6	1000	1000	0.016358	0.00048577	0.479242
r3515	6	1000	1000	0.018524	0.00048388	0.479462
r3515	6	1000	1000	0.018280	0.00048006	0.481378
r3515	6	8000	1000	0.178024	0.00884779	0.662389
r3515	6	8000	1000	0.175112	0.00884667	0.663645
r3515	6	8000	1000	0.171715	0.00891679	0.659034
r3515	6	8000	1000	0.175097	0.00881133	0.662605
r3515	6	8000	1000	0.173725	0.00876239	0.662996
r3515	6	15625	1000	0.431675	0.02370270	0.716167
r3515	6	15625	1000	0.443540	0.02400932	0.720108
r3515	6	15625	1000	0.429650	0.02454483	0.726818
r3515	6	27000	1000	0.934097	0.05402961	0.759581
r3515	6	27000	1000	0.936170	0.05447457	0.756740
r3515	6	64000	1000	3.486800	0.19523612	0.815133
r3515	6	125000	1000	9.753557	0.51406674	0.850839
r3515	6	216000	1000	23.193117	1.14030850	0.880763
iniConParallel	1	1000	1000	0.010784	0.00091681	0.127880
iniConParallel	1	1000	1000	0.011053	0.00092181	0.127478
iniConParallel	1	1000	1000	0.010822	0.00090503	0.128177
iniConParallel	1	1000	1000	0.010754	0.00089958	0.127403
iniConParallel	1	1000	1000	0.010747	0.00091831	0.127948
iniConParallel	1	8000	1000	0.151280	0.01392004	0.224475
iniConParallel	1	8000	1000	0.151023	0.01390831	0.224207
iniConParallel	1	8000	1000	0.150542	0.01391068	0.224951
iniConParallel	1	8000	1000	0.151015	0.01391663	0.223683
iniConParallel	1	8000	1000	0.150812	0.01387187	0.223708
iniConParallel	1	15625	1000	0.374198	0.03250386	0.263316
iniConParallel	1	15625	1000	0.374654	0.03240991	0.263039
iniConParallel	1	15625	1000	0.375379	0.03285093	0.261561
iniConParallel	1	27000	1000	0.781044	0.06474991	0.294661
iniConParallel	1	27000	1000	0.782063	0.06505958	0.293683
iniConParallel	1	64000	1000	2.765588	0.19149733	0.357244
iniConParallel	1	125000	1000	7.747652	0.41995741	0.379661
iniConParallel	1	216000	1000	18.179837	0.79017965	0.408624
iniConParallel	2	1000	1000	0.009839	0.00054643	0.166180
iniConParallel	2	1000	1000	0.009970	0.00053624	0.168311
iniConParallel	2	1000	1000	0.009994	0.00053649	0.166951
iniConParallel	2	1000	1000	0.009962	0.00053564	0.167985
iniConParallel	2	1000	1000	0.010039	0.00054083	0.167085
iniConParallel	2	8000	1000	0.142828	0.00783088	0.266725
iniConParallel	2	8000	1000	0.142654	0.00786886	0.267821
iniConParallel	2	8000	1000	0.142602	0.00789795	0.268793
iniConParallel	2	8000	1000	0.143370	0.00788908	0.267735
iniConParallel	2	8000	1000	0.143727	0.00786332	0.267417
iniConParallel	2	15625	1000	0.352154	0.01850627	0.304683
iniConParallel	2	15625	1000	0.351849	0.01870576	0.309861
iniConParallel	2	15625	1000	0.353019	0.01861715	0.303008
iniConParallel	2	27000	1000	0.752947	0.03736624	0.348359
iniConParallel	2	27000	1000	0.745963	0.03680095	0.336736
iniConParallel	2	64000	1000	2.721432	0.11326035	0.393699
iniConParallel	2	125000	1000	7.704514	0.24255632	0.418952
iniConParallel	2	216000	1000	18.006811	0.46100214	0.451850
iniConParallel	4	1000	1000	0.011168	0.00036804	0.248708
iniConParallel	4	1000	1000	0.014629	0.00036236	0.249275
iniConParallel	4	1000	1000	0.014432	0.00036088	0.249710
iniConParallel	4	1000	1000	0.013067	0.00036046	0.249634
iniConParallel	4	1000	1000	0.012091	0.00036752	0.250147
iniConParallel	4	8000	1000	0.142202	0.00489265	0.329123
iniConParallel	4	8000	1000	0.151031	0.00487496	0.326475
iniConParallel	4	8000	1000	0.141675	0.00485216	0.324118
iniConParallel	4	8000	1000	0.142981	0.00485782	0.323585
iniConParallel	4	8000	1000	0.141591	0.00491556	0.328331
iniConParallel	4	15625	1000	0.346320	0.01148661	0.356314
iniConParallel	4	15625	1000	0.347160	0.01147417	0.355061
iniConParallel	4	15625	1000	0.343345	0.01147414	0.353331
iniConParallel	4	27000	1000	0.742641	0.02313814	0.394833
iniConParallel	4	27000	1000	0.742655	0.02310198	0.390915
iniConParallel	4	64000	1000	2.702663	0.06657386	0.441818
iniConParallel	4	125000	1000	7.650300	0.14641906	0.469238
iniConParallel	4	216000	1000	18.155845	0.27311996	0.483903
iniConParallel	6	1000	1000	0.016725	0.00031372	0.310884
iniConParallel	6	1000	1000	0.013431	0.00031440	0.307293
iniConParallel	6	1000	1000	0.014318	0.00031857	0.309473
iniConParallel	6	1000	1000	0.016927	0.00032215	0.313547
iniConParallel	6	1000	1000	0.013706	0.00031605	0.313472
iniConParallel	6	8000	1000	0.140525	0.00382606	0.361499
iniConParallel	6	8000	1000	0.139816	0.00382707	0.358161
iniConParallel	6	8000	1000	0.143786	0.00384506	0.359554
iniConParallel	6	8000	1000	0.143260	0.00381407	0.360964
iniConParallel	6	8000	1000	0.143509	0.00383267	0.356329
iniConParallel	6	15625	1000	0.345210	0.00910834	0.391357
iniConParallel	6	15625	1000	0.348146	0.00922171	0.391907
iniConParallel	6	15625	1000	0.346213	0.00925406	0.397462
iniConParallel	6	27000	1000	0.747488	0.01818295	0.426498
iniConParallel	6	27000	1000	0.757401	0.01817056	0.427187
iniConParallel	6	64000	1000	2.661621	0.05168741	0.479986
iniConParallel	6	125000	1000	7.701539	0.11311053	0.494623
iniConParallel	6	216000	1000	18.009791	0.20687096	0.501641
